Sequence_ID,Cluster_ID,SampleGroup,Terrain
IPB24A-7_NODE_20_length_3575_cov_10.124420,Cluster1938,IPB24A-7,Mountain
IPB24A-39_NODE_15_length_3573_cov_69.854904,Cluster1939,IPB24A-39,Mountain
IPB24G-59_NODE_15_length_3072_cov_57.162988,Cluster1939,IPB24A-39,Mountain
IPB24C-73_NODE_24_length_3572_cov_2.137010,Cluster1940,IPB24C-73,Plain
IPB24A-41_NODE_69_length_3572_cov_2.438026,Cluster1941,IPB24A-41,Mesa
IPB24B-1_NODE_18_length_3571_cov_90.653891,Cluster1942,IPB24B-1,Mountain
IPB24G-231_NODE_152_length_3570_cov_0.612547,Cluster1943,IPB24G-231,Mountain
IPB24G-202_NODE_70_length_3569_cov_2.977629,Cluster1944,IPB24G-202,Mountain
IPB24G-236_NODE_104_length_3569_cov_1.858803,Cluster1945,IPB24G-236,Mountain
IPB24A-7_NODE_21_length_3566_cov_11.381797,Cluster1946,IPB24A-7,Mountain
IPB24G-233_NODE_582_length_3566_cov_3.486769,Cluster1947,IPB24G-233,Mountain
IPB24E-192_NODE_23_length_3563_cov_1.359430,Cluster1948,IPB24E-192,Mountain
IPB4B-4_NODE_21_length_3561_cov_24.535527,Cluster1949,IPB4B-4,Mesa
IPB24E-175_NODE_224_length_3560_cov_6.602971,Cluster1950,IPB24E-175,Mountain
IPB24G-233_NODE_586_length_3559_cov_1.308566,Cluster1951,IPB24G-233,Mountain
IPB24G-233_NODE_585_length_3559_cov_22.043998,Cluster1952,IPB24G-233,Mountain
IPB24G-203_NODE_114_length_3557_cov_2.140233,Cluster1953,IPB24G-203,Mountain
IPB24A-31_NODE_40_length_3556_cov_3.304170,Cluster1954,IPB24A-31,Mountain
IPB24A-32_NODE_748_length_1254_cov_1.322981,Cluster1954,IPB24A-32,Mountain
IPB24A-2_NODE_296_length_1152_cov_2.696585,Cluster1955,IPB24A-2,Mountain
IPB24A-33_NODE_85_length_1549_cov_2.183544,Cluster1955,IPB24A-33,Mountain
IPB24A-11_NODE_5_length_3551_cov_22602.523949,Cluster1955,IPB24A-11,Mountain
IPB24A-33_NODE_361_length_1082_cov_2.639791,Cluster1955,IPB24A-33,Mountain
IPB24A-35_NODE_49_length_1694_cov_1.620932,Cluster1955,IPB24A-35,Mountain
IPB24A-7_NODE_42_length_2528_cov_4.301541,Cluster1955,IPB24A-7,Mountain
IPB24A-10_NODE_65_length_1797_cov_45.200599,Cluster1955,IPB24A-10,Mountain
IPB24A-32_NODE_162_length_2048_cov_1.939615,Cluster1955,IPB24A-32,Mountain
IPB24A-8_NODE_381_length_1029_cov_3.745011,Cluster1955,IPB24A-8,Mountain
IPB24G-233_NODE_587_length_3551_cov_0.729848,Cluster1956,IPB24G-233,Mountain
IPB6H-18_NODE_129_length_3548_cov_4.876644,Cluster1957,IPB6D-6,Mountain
IPB24E-197_NODE_156_length_1873_cov_2.988545,Cluster1958,IPB24E-197,Mountain
IPB24E-196_NODE_53_length_3542_cov_13.587701,Cluster1958,IPB24E-196,Mountain
IPB24E-192_NODE_24_length_3542_cov_22.432211,Cluster1959,IPB24E-192,Mountain
IPB4B-52_NODE_76_length_3541_cov_1.621265,Cluster1960,IPB4B-52,Mountain
IPB4B-4_NODE_22_length_3540_cov_95.104014,Cluster1961,IPB4B-4,Mesa
IPB4B-71_NODE_10_length_3540_cov_1.571345,Cluster1962,IPB4B-71,Mountain
IPB24A-7_NODE_22_length_3539_cov_1.397128,Cluster1963,IPB24A-7,Mountain
IPB24G-233_NODE_590_length_3538_cov_1.460569,Cluster1964,IPB24G-233,Mountain
IPB24G-203_NODE_116_length_3534_cov_5.214852,Cluster1965,IPB24G-203,Mountain
IPB24A-36_NODE_263_length_1399_cov_29771.774371,Cluster1966,IPB24A-36,Hill
IPB24A-14_NODE_7_length_2936_cov_1.028480,Cluster1966,IPB24A-14,Mountain
IPB24A-12_NODE_5_length_3533_cov_5.221080,Cluster1966,IPB24A-12,Mountain
IPB24A-35_NODE_161_length_1293_cov_1.150943,Cluster1966,IPB24A-35,Mountain
IPB24A-36_NODE_498_length_1090_cov_13261.354102,Cluster1966,IPB24A-36,Hill
IPB24A-34_NODE_68_length_2257_cov_1.441315,Cluster1966,IPB24A-34,Mountain
IPB24A-15_NODE_419_length_1078_cov_1.130389,Cluster1966,IPB24A-15,Mountain
IPB24C-105_NODE_10_length_3320_cov_506.199186,Cluster1967,IPB24C-105,Plain
IPB24C-108_NODE_66_length_2367_cov_2.645982,Cluster1967,IPB24C-108,Plain
IPB24C-103_NODE_40_length_3131_cov_45.864181,Cluster1967,IPB24C-103,Plain
IPB24C-104_NODE_35_length_3532_cov_48.474596,Cluster1967,IPB24C-104,Plain
IPB24C-102_NODE_52_length_3343_cov_555.315299,Cluster1967,IPB24C-102,Plain
IPB24C-107_NODE_123_length_2052_cov_10.880519,Cluster1967,IPB24C-107,Plain
IPB24C-107_NODE_602_length_1496_cov_17.247626,Cluster1967,IPB24C-107,Plain
IPB24C-111_NODE_18_length_3322_cov_60.107668,Cluster1967,IPB24C-111,Plain
IPB24G-233_NODE_593_length_3532_cov_0.669897,Cluster1968,IPB24G-233,Mountain
IPB24G-232_NODE_533_length_3530_cov_1.503967,Cluster1969,IPB24G-232,Mountain
IPB24G-233_NODE_594_length_3529_cov_43.462375,Cluster1970,IPB24G-233,Mountain
IPB4B-43_NODE_7_length_3529_cov_2.225750,Cluster1971,IPB4B-43,Mesa
IPB4B-52_NODE_79_length_3527_cov_11.205588,Cluster1972,IPB4B-52,Mountain
IPB24G-233_NODE_597_length_3525_cov_0.906121,Cluster1973,IPB24G-233,Mountain
IPB24E-182_NODE_53_length_3522_cov_15.429455,Cluster1974,IPB24E-182,Mountain
IPB24A-5_NODE_253_length_1056_cov_49.293864,Cluster1975,IPB24A-5,Mountain
IPB24A-12_NODE_6_length_3521_cov_14.462286,Cluster1975,IPB24A-12,Mountain
IPB24G-207_NODE_38_length_3521_cov_52.173542,Cluster1976,IPB24G-207,Mountain
IPB24G-232_NODE_4276_length_1083_cov_123.212343,Cluster1977,IPB24G-232,Mountain
IPB24G-232_NODE_3452_length_1234_cov_886.251129,Cluster1977,IPB24G-232,Mountain
IPB24G-232_NODE_4094_length_1113_cov_70.855984,Cluster1977,IPB24G-232,Mountain
IPB24G-238_NODE_477_length_1299_cov_0.623720,Cluster1977,IPB24G-238,Mountain
IPB24G-234_NODE_52_length_3517_cov_105.898525,Cluster1977,IPB24G-234,Mountain
IPB24C-102_NODE_44_length_3515_cov_2.830874,Cluster1978,IPB24C-102,Plain
IPB24C-126_NODE_174_length_1390_cov_5.611243,Cluster1979,IPB24C-126,Plain
IPB24C-97_NODE_33_length_3513_cov_3.980508,Cluster1979,IPB24C-97,Plain
IPB24B-1_NODE_19_length_3512_cov_72.920236,Cluster1980,IPB24B-1,Mountain
IPB24G-239_NODE_88_length_3512_cov_160.628065,Cluster1981,IPB24G-239,Mountain
IPB6H-17_NODE_126_length_3511_cov_74.632388,Cluster1982,IPB6D-5,Mountain
IPB24G-202_NODE_269_length_2001_cov_1.172892,Cluster1983,IPB24G-202,Mountain
IPB24G-203_NODE_117_length_3511_cov_3.035757,Cluster1983,IPB24G-203,Mountain
IPB24C-102_NODE_714_length_1350_cov_1.536386,Cluster1984,IPB24C-102,Plain
IPB24C-103_NODE_35_length_3507_cov_2.838166,Cluster1984,IPB24C-103,Plain
IPB24C-107_NODE_11_length_3504_cov_10.895173,Cluster1985,IPB24C-107,Plain
IPB6H-18_NODE_134_length_3503_cov_3.118187,Cluster1986,IPB6D-6,Mountain
IPB24C-73_NODE_26_length_3502_cov_5.905778,Cluster1987,IPB24C-73,Plain
IPB24G-233_NODE_605_length_3501_cov_1.235922,Cluster1988,IPB24G-233,Mountain
IPB24C-92_NODE_64_length_2018_cov_2.183501,Cluster1989,IPB24C-92,Plain
IPB24C-78_NODE_21_length_3501_cov_56.732069,Cluster1989,IPB24C-78,Plain
IPB24G-230_NODE_52_length_3500_cov_6.591462,Cluster1990,IPB24G-230,Mountain
IPB24B-10_NODE_6_length_3500_cov_748.309220,Cluster1991,IPB24B-10,Plain
IPB24G-233_NODE_606_length_3500_cov_1.206048,Cluster1992,IPB24G-233,Mountain
IPB24G-230_NODE_93_length_2434_cov_1.264846,Cluster1993,IPB24G-230,Mountain
IPB24G-232_NODE_3046_length_1321_cov_2.967337,Cluster1993,IPB24G-232,Mountain
IPB24G-215_NODE_171_length_3499_cov_3.206999,Cluster1993,IPB24G-215,Mountain
IPB24G-233_NODE_5212_length_1036_cov_4.713971,Cluster1993,IPB24G-233,Mountain
IPB24G-234_NODE_339_length_1415_cov_55.698758,Cluster1993,IPB24G-234,Mountain
IPB24G-232_NODE_538_length_3499_cov_29.194840,Cluster1994,IPB24G-232,Mountain
IPB24C-32_NODE_311_length_3499_cov_5.010083,Cluster1995,IPB24C-32,Mountain
IPB24A-14_NODE_3_length_3498_cov_928.086918,Cluster1996,IPB24A-14,Mountain
IPB24A-4_NODE_57_length_1601_cov_0.775441,Cluster1996,IPB24A-4,Mountain
IPB24A-9_NODE_75_length_1188_cov_8.242224,Cluster1996,IPB24A-9,Plain
IPB24A-38_NODE_589_length_1011_cov_0.311086,Cluster1996,IPB24A-38,Mountain
IPB24A-15_NODE_74_length_2276_cov_640.792927,Cluster1996,IPB24A-15,Mountain
IPB24A-7_NODE_129_length_1457_cov_1.236090,Cluster1996,IPB24A-7,Mountain
IPB24C-102_NODE_45_length_3498_cov_2.516167,Cluster1997,IPB24C-102,Plain
IPB4B-62_NODE_41_length_3493_cov_3.518419,Cluster1998,IPB4B-62,Mesa
IPB24C-29_NODE_24_length_1482_cov_98.373432,Cluster1998,IPB24C-29,Mountain
IPB24D-54_NODE_80_length_1431_cov_57.714724,Cluster1998,IPB24D-54,Plain
IPB24B-1_NODE_152_length_1432_cov_25.353257,Cluster1998,IPB24B-1,Mountain
IPB24G-215_NODE_173_length_3493_cov_0.953060,Cluster1999,IPB24G-215,Mountain
IPB24B-3_NODE_3_length_3492_cov_190.917682,Cluster2000,IPB24B-3,Plain
IPB24G-87_NODE_3_length_3491_cov_197.428062,Cluster2000,IPB24B-3,Plain
IPB24B-3_NODE_34_length_1956_cov_175.296337,Cluster2001,IPB24B-3,Plain
IPB24B-3_NODE_79_length_1650_cov_70.380171,Cluster2001,IPB24B-3,Plain
IPB4B-6_NODE_204_length_1523_cov_1.314470,Cluster2001,IPB4B-6,Mesa
IPB24G-87_NODE_4_length_3491_cov_125.578478,Cluster2001,IPB24B-3,Plain
IPB24C-115_NODE_20_length_3490_cov_17.181980,Cluster2002,IPB24C-115,Plain
IPB24C-70_NODE_38_length_2966_cov_11.263825,Cluster2002,IPB24C-70,Plain
IPB24B-9_NODE_17_length_2428_cov_32.803564,Cluster2002,IPB24B-9,Plain
IPB24C-73_NODE_226_length_1600_cov_14.404616,Cluster2002,IPB24C-73,Plain
IPB24B-5_NODE_280_length_1381_cov_2.657895,Cluster2002,IPB24B-5,Plain
IPB24E-171_NODE_52_length_3488_cov_10.978875,Cluster2003,IPB24E-171,Mountain
IPB24C-63_NODE_29_length_3487_cov_3.389286,Cluster2004,IPB24C-63,Plain
IPB4B-52_NODE_82_length_3486_cov_1.940161,Cluster2005,IPB4B-52,Mountain
IPB24G-239_NODE_235_length_1452_cov_0.824906,Cluster2006,IPB24G-239,Mountain
IPB24G-237_NODE_128_length_3485_cov_2.049136,Cluster2006,IPB24G-237,Mountain
IPB24G-238_NODE_56_length_3481_cov_3.394753,Cluster2007,IPB24G-238,Mountain
IPB4B-2_NODE_24_length_3480_cov_0.985088,Cluster2008,IPB4B-2,Mesa
IPB24B-8_NODE_39_length_3480_cov_15.311065,Cluster2009,IPB24B-8,Plain
IPB24G-232_NODE_546_length_3480_cov_2.234715,Cluster2010,IPB24G-232,Mountain
IPB24E-198_NODE_36_length_3475_cov_73.645759,Cluster2011,IPB24E-198,Mountain
IPB24A-21_NODE_8_length_3475_cov_340.977897,Cluster2012,IPB24A-21,Mountain
IPB24E-194_NODE_87_length_3473_cov_2.672445,Cluster2013,IPB24E-194,Mountain
IPB6H-17_NODE_129_length_3472_cov_3.851420,Cluster2014,IPB6D-5,Mountain
IPB24A-41_NODE_73_length_3471_cov_6.621112,Cluster2015,IPB24A-41,Mesa
IPB24G-224_NODE_46_length_3470_cov_3.798684,Cluster2016,IPB24G-224,Mountain
IPB24C-21_NODE_2_length_3470_cov_232.722405,Cluster2017,IPB24C-21,Mountain
IPB24C-127_NODE_515_length_1341_cov_1441.710873,Cluster2018,IPB24C-127,Plain
IPB24C-119_NODE_171_length_1355_cov_7.212541,Cluster2018,IPB24C-119,Plain
IPB24C-92_NODE_225_length_1184_cov_1.339640,Cluster2018,IPB24C-92,Plain
IPB24C-91_NODE_17_length_3467_cov_14070.179641,Cluster2018,IPB24C-91,Plain
IPB24C-91_NODE_100_length_1024_cov_1.168339,Cluster2018,IPB24C-91,Plain
IPB24C-92_NODE_250_length_1139_cov_6.323123,Cluster2018,IPB24C-92,Plain
IPB24C-89_NODE_16_length_2986_cov_243.239244,Cluster2018,IPB24C-89,Plain
IPB24C-92_NODE_28_length_2970_cov_3090.237777,Cluster2018,IPB24C-92,Plain
IPB24C-128_NODE_39_length_1290_cov_18.115219,Cluster2018,IPB24C-128,Plain
IPB24C-90_NODE_50_length_2480_cov_10758.697408,Cluster2018,IPB24C-90,Plain
IPB24C-86_NODE_169_length_1208_cov_2.572618,Cluster2018,IPB24C-86,Plain
IPB24G-231_NODE_160_length_3467_cov_1.042515,Cluster2019,IPB24G-231,Mountain
IPB24G-232_NODE_549_length_3466_cov_1.259060,Cluster2020,IPB24G-232,Mountain
IPB24G-218_NODE_2661_length_1155_cov_2.925097,Cluster2021,IPB24G-218,Mountain
IPB24G-229_NODE_470_length_1303_cov_25.948980,Cluster2021,IPB24G-229,Hill
IPB24G-229_NODE_41_length_3466_cov_305.034441,Cluster2021,IPB24G-229,Hill
IPB24A-2_NODE_18_length_3465_cov_36.792391,Cluster2022,IPB24A-2,Mountain
IPB24G-233_NODE_614_length_3465_cov_0.681546,Cluster2023,IPB24G-233,Mountain
IPB4B-2_NODE_25_length_3464_cov_1.590650,Cluster2024,IPB4B-2,Mesa
IPB24G-230_NODE_55_length_3463_cov_36.719724,Cluster2025,IPB24G-230,Mountain
IPB6H-19_NODE_45_length_3461_cov_3.575585,Cluster2026,IPB6D-7,Mountain
IPB6H-18_NODE_138_length_3461_cov_8.574985,Cluster2027,IPB6D-6,Mountain
IPB24G-233_NODE_618_length_3458_cov_27.860702,Cluster2028,IPB24G-233,Mountain
IPB24C-102_NODE_46_length_3455_cov_0.887019,Cluster2029,IPB24C-102,Plain
IPB24A-12_NODE_7_length_3455_cov_181.625601,Cluster2030,IPB24A-12,Mountain
IPB24D-34_NODE_17_length_3455_cov_77.880108,Cluster2031,IPB24D-34,Mountain
IPB6H-19_NODE_46_length_3454_cov_1.440337,Cluster2032,IPB6D-7,Mountain
IPB24E-198_NODE_751_length_1337_cov_3.316529,Cluster2033,IPB24E-198,Mountain
IPB24C-90_NODE_265_length_1331_cov_5.288206,Cluster2033,IPB24C-90,Plain
IPB24G-204_NODE_42_length_3454_cov_3.551849,Cluster2033,IPB24G-204,Mountain
IPB24C-99_NODE_20_length_3452_cov_13055.020752,Cluster2034,IPB24C-99,Plain
IPB24C-68_NODE_161_length_1499_cov_1.224490,Cluster2034,IPB24C-68,Plain
IPB4B-4_NODE_25_length_3451_cov_24.897112,Cluster2035,IPB4B-4,Mesa
IPB24G-216_NODE_25_length_3451_cov_0.868833,Cluster2036,IPB24G-216,Mountain
IPB24A-41_NODE_74_length_3450_cov_4.596148,Cluster2037,IPB24A-41,Mesa
IPB24G-233_NODE_623_length_3450_cov_0.546795,Cluster2038,IPB24G-233,Mountain
IPB4B-22_NODE_7_length_3449_cov_3.165262,Cluster2039,IPB4B-22,Plain
IPB24C-107_NODE_13_length_3449_cov_3.231788,Cluster2040,IPB24C-107,Plain
IPB24G-238_NODE_478_length_1297_cov_5.953846,Cluster2041,IPB24G-238,Mountain
IPB24G-239_NODE_90_length_3448_cov_1.318579,Cluster2041,IPB24G-239,Mountain
IPB24G-238_NODE_543_length_1235_cov_8.079422,Cluster2041,IPB24G-238,Mountain
IPB24G-228_NODE_43_length_3448_cov_89.652815,Cluster2042,IPB24G-228,Mountain
IPB24G-233_NODE_625_length_3448_cov_3.193014,Cluster2043,IPB24G-233,Mountain
IPB4B-62_NODE_44_length_3447_cov_1.813554,Cluster2044,IPB4B-62,Mesa
IPB24C-73_NODE_28_length_3445_cov_31.393008,Cluster2045,IPB24C-73,Plain
IPB24C-95_NODE_42_length_2887_cov_139.148188,Cluster2046,IPB24C-95,Plain
IPB24C-97_NODE_34_length_3444_cov_16.430811,Cluster2046,IPB24C-97,Plain
IPB24C-89_NODE_27_length_2079_cov_504.878586,Cluster2046,IPB24C-89,Plain
IPB4B-52_NODE_84_length_3439_cov_1.547101,Cluster2047,IPB4B-52,Mountain
IPB24G-203_NODE_119_length_3437_cov_4.194562,Cluster2048,IPB24G-203,Mountain
IPB24G-202_NODE_1131_length_1228_cov_0.891008,Cluster2048,IPB24G-202,Mountain
IPB24G-232_NODE_554_length_3435_cov_1.688634,Cluster2049,IPB24G-232,Mountain
IPB24E-192_NODE_31_length_3434_cov_86.451467,Cluster2050,IPB24E-192,Mountain
IPB24G-233_NODE_634_length_3432_cov_0.976702,Cluster2051,IPB24G-233,Mountain
IPB24G-232_NODE_556_length_3430_cov_1.150772,Cluster2052,IPB24G-232,Mountain
IPB24G-224_NODE_47_length_3427_cov_131.888182,Cluster2053,IPB24G-224,Mountain
IPB6H-18_NODE_139_length_3426_cov_8.511973,Cluster2054,IPB6D-6,Mountain
IPB24G-206_NODE_59_length_3426_cov_41.146408,Cluster2055,IPB24G-206,Mountain
IPB24G-203_NODE_120_length_3425_cov_5.350819,Cluster2056,IPB24G-203,Mountain
IPB4B-83_NODE_8_length_3424_cov_1.350925,Cluster2057,IPB4B-83,Mountain
IPB24E-194_NODE_90_length_3419_cov_2.894289,Cluster2058,IPB24E-194,Mountain
IPB4B-71_NODE_12_length_3419_cov_1.844471,Cluster2059,IPB4B-71,Mountain
IPB24G-232_NODE_558_length_3417_cov_3.046809,Cluster2060,IPB24G-232,Mountain
IPB24C-70_NODE_24_length_3417_cov_4.266869,Cluster2061,IPB24C-70,Plain
IPB24G-232_NODE_560_length_3415_cov_1.621350,Cluster2062,IPB24G-232,Mountain
IPB24A-31_NODE_43_length_3412_cov_1.910807,Cluster2063,IPB24A-31,Mountain
IPB4B-6_NODE_25_length_3411_cov_0.919915,Cluster2064,IPB4B-6,Mesa
IPB24G-237_NODE_130_length_3409_cov_1.138330,Cluster2065,IPB24G-237,Mountain
IPB24A-20_NODE_46_length_1655_cov_4634.068717,Cluster2066,IPB24A-20,Mountain
IPB24A-21_NODE_718_length_1013_cov_0.606095,Cluster2066,IPB24A-21,Mountain
IPB24A-21_NODE_63_length_1926_cov_114.596998,Cluster2066,IPB24A-21,Mountain
IPB24A-21_NODE_62_length_1926_cov_906.867704,Cluster2066,IPB24A-21,Mountain
IPB24A-14_NODE_154_length_1117_cov_47.196970,Cluster2066,IPB24A-14,Mountain
IPB24A-17_NODE_10_length_3407_cov_516.620122,Cluster2066,IPB24A-17,Mountain
IPB24A-18_NODE_61_length_1778_cov_378.745609,Cluster2066,IPB24A-18,Mountain
IPB24A-14_NODE_70_length_1461_cov_513.660420,Cluster2066,IPB24A-14,Mountain
IPB24A-15_NODE_164_length_1608_cov_572.937880,Cluster2066,IPB24A-15,Mountain
IPB24A-19_NODE_123_length_1200_cov_235.763281,Cluster2066,IPB24A-19,Mountain
IPB24C-28_NODE_294_length_3406_cov_32.836841,Cluster2067,IPB24C-28,Mountain
IPB24G-216_NODE_27_length_3406_cov_0.620616,Cluster2068,IPB24G-216,Mountain
IPB24B-5_NODE_24_length_3406_cov_65.210430,Cluster2069,IPB24B-5,Plain
IPB24A-32_NODE_56_length_3405_cov_1.947834,Cluster2070,IPB24A-32,Mountain
IPB24G-233_NODE_642_length_3404_cov_0.764114,Cluster2071,IPB24G-233,Mountain
IPB24G-87_NODE_5_length_3402_cov_700.576183,Cluster2072,IPB24B-3,Plain
IPB24B-3_NODE_4_length_3111_cov_774.202748,Cluster2072,IPB24B-3,Plain
IPB24G-232_NODE_2503_length_1479_cov_0.897929,Cluster2073,IPB24G-232,Mountain
IPB24G-233_NODE_643_length_3402_cov_2.298321,Cluster2073,IPB24G-233,Mountain
IPB6H-17_NODE_133_length_3402_cov_9.672672,Cluster2074,IPB6D-5,Mountain
IPB24G-233_NODE_644_length_3398_cov_1.450932,Cluster2075,IPB24G-233,Mountain
IPB24E-171_NODE_54_length_3397_cov_494.212232,Cluster2076,IPB24E-171,Mountain
IPB24A-31_NODE_45_length_3396_cov_18.150811,Cluster2077,IPB24A-31,Mountain
IPB24A-7_NODE_24_length_3395_cov_5.568849,Cluster2078,IPB24A-7,Mountain
IPB24C-99_NODE_763_length_1175_cov_1.770038,Cluster2079,IPB24C-99,Plain
IPB24C-105_NODE_9_length_3393_cov_4665.410594,Cluster2079,IPB24C-105,Plain
IPB24A-42_NODE_187_length_2424_cov_13.319547,Cluster2079,IPB24A-42,Mountain
IPB24G-227_NODE_543_length_1218_cov_10.058662,Cluster2079,IPB24G-227,Mountain
IPB24G-72_NODE_214_length_2406_cov_12.374726,Cluster2079,IPB24A-42,Mountain
IPB24A-38_NODE_305_length_1336_cov_2.091811,Cluster2079,IPB24A-38,Mountain
IPB24C-62_NODE_544_length_1152_cov_2.323902,Cluster2079,IPB24C-62,Plain
IPB24A-32_NODE_857_length_1203_cov_1.393123,Cluster2079,IPB24A-32,Mountain
IPB4B-68_NODE_4262_length_1436_cov_0.672269,Cluster2079,IPB4B-68,Mountain
IPB24A-6_NODE_10_length_2453_cov_4.261393,Cluster2079,IPB24A-6,Mountain
IPB24C-123_NODE_116_length_1092_cov_44.441451,Cluster2079,IPB24C-123,Plain
IPB24C-120_NODE_1348_length_1030_cov_4.477298,Cluster2079,IPB24C-120,Plain
IPB24G-71_NODE_25_length_1118_cov_471.377397,Cluster2079,IPB24D-46,Mountain
IPB24A-45_NODE_51_length_1822_cov_735.641298,Cluster2079,IPB24A-45,Plain
IPB24D-46_NODE_4_length_2404_cov_50199.758893,Cluster2079,IPB24D-46,Mountain
IPB24C-62_NODE_831_length_1003_cov_3.746575,Cluster2079,IPB24C-62,Plain
IPB24D-46_NODE_20_length_1118_cov_790.945510,Cluster2079,IPB24D-46,Mountain
IPB24G-232_NODE_565_length_3393_cov_0.935089,Cluster2080,IPB24G-232,Mountain
IPB24C-32_NODE_326_length_3392_cov_842.319755,Cluster2081,IPB24C-32,Mountain
IPB24C-32_NODE_325_length_3393_cov_644.744029,Cluster2081,IPB24C-32,Mountain
IPB6H-18_NODE_140_length_3392_cov_6.115773,Cluster2082,IPB6D-6,Mountain
IPB24G-232_NODE_566_length_3391_cov_1.846201,Cluster2083,IPB24G-232,Mountain
IPB24G-215_NODE_182_length_3390_cov_1.074778,Cluster2084,IPB24G-215,Mountain
IPB24G-232_NODE_567_length_3390_cov_0.856267,Cluster2085,IPB24G-232,Mountain
IPB24A-2_NODE_20_length_3389_cov_6.832005,Cluster2086,IPB24A-2,Mountain
IPB24G-232_NODE_568_length_3387_cov_1.975153,Cluster2087,IPB24G-232,Mountain
IPB24G-232_NODE_2555_length_1461_cov_193.045727,Cluster2088,IPB24G-232,Mountain
IPB24G-232_NODE_3932_length_1139_cov_171.666008,Cluster2088,IPB24G-232,Mountain
IPB24G-233_NODE_649_length_3386_cov_104.104326,Cluster2088,IPB24G-233,Mountain
IPB24G-233_NODE_650_length_3385_cov_0.754144,Cluster2089,IPB24G-233,Mountain
IPB24E-188_NODE_47_length_3385_cov_5.358195,Cluster2090,IPB24E-188,Mountain
IPB24A-7_NODE_25_length_3384_cov_9.144305,Cluster2091,IPB24A-7,Mountain
IPB24B-7_NODE_253_length_1425_cov_0.449923,Cluster2092,IPB24B-7,Plain
IPB24C-84_NODE_23_length_3383_cov_100.187039,Cluster2092,IPB24C-84,Mesa
IPB24G-223_NODE_101_length_3383_cov_4.075860,Cluster2093,IPB24G-223,Mountain
IPB4B-22_NODE_8_length_3381_cov_2.631530,Cluster2094,IPB4B-22,Plain
IPB24C-84_NODE_24_length_3381_cov_4.002459,Cluster2095,IPB24C-84,Mesa
IPB24C-62_NODE_28_length_3380_cov_2.042730,Cluster2096,IPB24C-62,Plain
IPB24C-127_NODE_32_length_3379_cov_13.231857,Cluster2097,IPB24C-127,Plain
IPB24A-8_NODE_40_length_3377_cov_12.040615,Cluster2098,IPB24A-8,Mountain
IPB24G-224_NODE_48_length_3377_cov_5.532000,Cluster2099,IPB24G-224,Mountain
IPB24B-10_NODE_7_length_3376_cov_78.991074,Cluster2100,IPB24B-10,Plain
IPB24A-31_NODE_46_length_3374_cov_54.448414,Cluster2101,IPB24A-31,Mountain
IPB24C-109_NODE_35_length_3373_cov_45.864140,Cluster2102,IPB24C-109,Plain
IPB24C-106_NODE_339_length_1725_cov_16.815394,Cluster2102,IPB24C-106,Plain
IPB24G-229_NODE_45_length_3372_cov_72.192912,Cluster2103,IPB24G-229,Hill
IPB4B-6_NODE_26_length_3372_cov_2.268105,Cluster2104,IPB4B-6,Mesa
IPB24E-197_NODE_36_length_3371_cov_161.805179,Cluster2105,IPB24E-197,Mountain
IPB24E-196_NODE_248_length_1774_cov_443.148148,Cluster2105,IPB24E-196,Mountain
IPB24E-196_NODE_243_length_1779_cov_91.881961,Cluster2105,IPB24E-196,Mountain
IPB6D-12_NODE_41_length_3370_cov_26.867098,Cluster2106,IPB6D-12,Mountain
IPB24D-34_NODE_19_length_3370_cov_24.698736,Cluster2107,IPB24D-34,Mountain
IPB24A-36_NODE_24_length_3369_cov_791.707588,Cluster2108,IPB24A-36,Hill
IPB24D-34_NODE_20_length_3368_cov_60.041962,Cluster2109,IPB24D-34,Mountain
IPB24G-54_NODE_612_length_1206_cov_9.982391,Cluster2109,IPB24D-34,Mountain
IPB6H-17_NODE_135_length_3368_cov_5.713360,Cluster2110,IPB6D-5,Mountain
IPB24G-233_NODE_654_length_3367_cov_209.208642,Cluster2111,IPB24G-233,Mountain
IPB24G-232_NODE_572_length_3367_cov_0.696296,Cluster2112,IPB24G-232,Mountain
IPB24G-232_NODE_573_length_3364_cov_0.702502,Cluster2113,IPB24G-232,Mountain
IPB24A-5_NODE_14_length_3363_cov_1.307478,Cluster2114,IPB24A-5,Mountain
IPB24A-6_NODE_48_length_1583_cov_1.054258,Cluster2114,IPB24A-6,Mountain
IPB24G-223_NODE_102_length_3361_cov_5.548856,Cluster2115,IPB24G-223,Mountain
IPB6H-17_NODE_139_length_3360_cov_6.952985,Cluster2116,IPB6D-5,Mountain
IPB24C-68_NODE_132_length_1622_cov_1549.527759,Cluster2117,IPB24C-68,Plain
IPB24C-68_NODE_122_length_1677_cov_642.418065,Cluster2117,IPB24C-68,Plain
IPB24C-110_NODE_73_length_1842_cov_227.104373,Cluster2117,IPB24C-110,Plain
IPB24C-89_NODE_42_length_1671_cov_3.907383,Cluster2117,IPB24C-89,Plain
IPB24C-110_NODE_100_length_1653_cov_167.642202,Cluster2117,IPB24C-110,Plain
IPB24C-90_NODE_106_length_1847_cov_230.589535,Cluster2117,IPB24C-90,Plain
IPB24C-111_NODE_17_length_3360_cov_20.598206,Cluster2117,IPB24C-111,Plain
IPB24C-105_NODE_110_length_1414_cov_22.681430,Cluster2117,IPB24C-105,Plain
IPB24C-84_NODE_29_length_3026_cov_349.797861,Cluster2117,IPB24C-84,Mesa
