Sample,Shannon,Bio1,Bio2,Bio3,Bio4,Bio5,Bio6,Bio7,Bio8,Bio9,Bio10,Bio11,Bio12,Bio13,Bio14,Bio15,Bio16,Bio17,Bio18,Bio19,GMR,GR,GLH,HFT,FVC,NDVI,GDP,CHEQ,PSD,DEM
IPB24E-171,7.209081696,-0.787697332,1.331333591,1.568082054,-1.143269649,-2.05737008,-0.542544495,-0.864141196,-1.53954032,-0.149961787,-1.776350118,0.076491409,0.388891354,0.872448545,-1.195752053,0.940347089,0.87131584,-0.925797248,1.064600036,-1.021533557,1.239594869,0.977004936,-0.017423974,-1.454443501,-0.469726363,1.11149355,-0.309566834,2.287139712,-0.388300791,1.651680848
IPB24E-172,6.896337612,-0.787697332,1.331333591,1.568082054,-1.143269649,-2.05737008,-0.542544495,-0.864141196,-1.53954032,-0.149961787,-1.776350118,0.076491409,0.388891354,0.872448545,-1.195752053,0.940347089,0.87131584,-0.925797248,1.064600036,-1.021533557,1.239594869,0.977004936,-0.017423974,-1.454443501,-0.469726363,1.11149355,-0.309566834,2.287139712,-0.388300791,1.651680848
IPB24E-174,3.698089277,1.415817845,-0.608205927,-0.046670152,-0.43680577,0.687735029,1.386847112,-0.819241404,1.527044367,1.181899468,0.934644789,1.144794074,0.564662121,0.492913832,0.603640672,0.573868052,0.887871018,0.279230177,1.081756006,0.403128755,0.830326152,-0.574435555,-0.689793542,-0.88319048,0.094730604,0.779467152,-0.314445086,-0.613248113,-0.381274998,-0.29898073
IPB24E-175,6.02159838,0.876947729,2.325348081,2.033560968,-1.549881528,0.077711671,0.654166755,-0.549844,-0.205127044,1.3721653,-0.596670454,1.398020976,0.409172596,0.904076437,-1.574571574,1.297108186,0.926499768,-1.65383465,1.121786603,-1.453249409,1.451537598,2.550946388,0.590682732,-0.812017299,0.094730604,0.822678182,-0.310252208,-0.123093105,-0.374834688,0.815992699
IPB24E-177,4.715111377,0.876947729,2.325348081,2.033560968,-1.549881528,0.077711671,0.654166755,-0.549844,-0.205127044,1.3721653,-0.596670454,1.398020976,0.409172596,0.904076437,-1.574571574,1.297108186,0.926499768,-1.65383465,1.121786603,-1.453249409,1.451537598,2.550946388,0.590682732,-0.812017299,0.094730604,0.822678182,-0.310252208,-0.123093105,-0.374834688,0.815992699
IPB24E-179,6.217545329,0.866440383,1.515590639,1.495014125,-1.117727211,-0.159519634,0.580898719,-0.639643134,0.224707827,0.819317131,-0.216677639,1.144793836,0.273964313,1.030588008,-1.101047173,1.21991833,1.014794053,-0.850483034,1.213285109,-0.95677618,1.451537598,1.585157639,-0.984472889,-0.839009482,0.094730604,0.051041137,-0.303358148,-0.296814322,-0.367223413,0.552314793
IPB24E-180,5.576977058,0.77938039,1.544683153,1.987488998,-1.767843515,-0.261190194,0.996084255,-1.088638808,-0.615715567,1.436783694,-0.834875047,1.481111421,0.43959446,0.983146169,-1.385161814,1.138881776,0.799576733,-1.302368318,0.206801542,-1.215805691,1.414995748,3.922970126,0.316480196,-1.287794795,0.094730604,0.781521216,-0.322750211,0.595502771,-0.432797477,1.045767922
IPB24E-181,4.310443058,-0.23831951,1.63196244,1.743211058,-1.321445164,-1.413456536,-0.151781638,-0.79679162,-1.135367375,0.266468961,-1.419043568,0.535465571,0.355089283,1.204541418,-1.479866694,1.410617023,1.08653316,-1.327473056,1.287627645,-1.366906239,1.853497945,1.614316089,-0.770855854,-1.371452868,-0.469726363,0.934469522,-0.308921776,1.627579769,-0.37951855,1.543296309
IPB24E-182,6.085229077,-0.365907375,0.899786393,1.917941034,-1.535307678,-1.752358401,0.385517291,-1.515184698,-1.411231839,0.32749779,-1.662919813,0.60272923,-0.388556272,0.271518583,-0.816932532,1.168943311,0.341550128,-1.051320938,0.515609,-1.12946252,1.780414245,0.66269353,-0.612572996,-0.382134668,0.094730604,0.146407886,-0.323556534,-0.177543266,-0.417574926,1.72078683
IPB24E-183,4.489665461,0.447652011,2.121696411,1.9925257,-1.440859256,-0.532311686,0.336671933,-0.662093367,-0.513068629,1.052662251,-0.868904275,1.061703629,0.091433132,0.872448545,-1.669276455,1.415279879,0.766466376,-1.603625174,0.95594556,-1.496420995,1.597704997,1.920061825,0.322801913,-1.197142024,-0.469726363,1.003268683,-0.322830843,0.96294401,-0.422844271,1.354273673
IPB24E-188,6.873551149,1.893146476,1.224659682,1.480981826,-1.337030317,0.586064469,1.362424434,-0.864140971,0.936822741,1.497812524,0.412863072,1.892605702,1.095354631,2.469657126,-1.763981335,2.26653671,2.405429048,-1.678939388,1.55068585,-1.669107335,1.524621297,0.815030546,-0.214418994,-0.702644071,-0.243943576,1.018848531,-0.322588946,-0.73494516,-0.428699098,-0.320310807
IPB24E-189,4.208884071,0.879949674,2.257463997,1.890577323,-1.324128279,0.009931298,0.507630683,-0.460044865,0.032245107,1.275237172,-0.386823097,1.271407406,-0.107999086,0.777564867,-1.574571574,1.572988581,0.738874412,-1.52831096,0.927352277,-1.518006787,1.890039795,2.434444755,0.346354349,-1.200756043,-0.469726363,0.201231785,-0.318275119,1.058245864,-0.415818478,0.940071319
IPB24E-191,3.972625163,-0.451465856,-0.006948229,0.954677805,-1.011703905,-1.616797655,0.361094612,-1.402935555,-1.019888896,-0.020724785,-1.316955545,0.218931527,0.131995616,1.220355364,-1.479866694,1.431796115,0.876834232,-1.227054104,1.070318693,-1.280563069,0.793784303,0.489092219,1.058599149,-1.232696224,0.094730604,0.872244245,-0.316743106,-0.366809254,-0.385373377,1.209038391
IPB24E-192,6.051428324,0.437145025,2.213824353,2.041066897,-1.633647582,-0.362860754,0.434362648,-0.639643134,-0.724778468,1.160359932,-1.056065027,1.168533896,0.405792389,0.856634598,-1.385161814,1.179533332,0.843723875,-1.52831096,1.036006753,-1.237391483,1.414995748,2.761617666,0.495285414,-1.502676067,-0.469726363,1.11149355,-0.326539928,0.520212642,-0.436895856,1.228634316
IPB24E-193,3.720437014,1.241698218,1.796823121,1.605578484,-1.186943892,0.213272417,0.727434791,-0.527394216,0.506987869,1.059842024,0.032870257,1.409891243,0.196219551,1.45756456,-1.290456934,1.850400287,1.290713695,-1.302368318,1.49921794,-1.345320446,2.036207194,2.06130321,-0.954501812,-0.412138179,0.094730604,0.679203702,-0.314243506,-0.323711083,-0.405279789,0.324793969
IPB24E-194,7.513252462,-0.23831951,1.63196244,1.743211058,-1.321445164,-1.413456536,-0.151781638,-0.79679162,-1.135367375,0.266468961,-1.419043568,0.535465571,0.355089283,1.204541418,-1.479866694,1.410617023,1.08653316,-1.327473056,1.287627645,-1.366906239,1.853497945,1.614316089,-0.770855854,-1.371452868,-0.469726363,0.934469522,-0.308921776,1.627579769,-0.37951855,1.543296309
IPB24E-195,4.438133203,-0.365907375,0.899786393,1.917941034,-1.535307678,-1.752358401,0.385517291,-1.515184698,-1.411231839,0.32749779,-1.662919813,0.60272923,-0.388556272,0.271518583,-0.816932532,1.168943311,0.341550128,-1.051320938,0.515609,-1.12946252,1.780414245,0.66269353,-0.612572996,-0.382134668,0.094730604,0.146407886,-0.323556534,-0.177543266,-0.417574926,1.72078683
IPB24E-196,6.655105726,0.437145025,2.213824353,2.041066897,-1.633647582,-0.362860754,0.434362648,-0.639643134,-0.724778468,1.160359932,-1.056065027,1.168533896,0.405792389,0.856634598,-1.385161814,1.179533332,0.843723875,-1.52831096,1.036006753,-1.237391483,1.414995748,2.761617666,0.495285414,-1.502676067,-0.469726363,1.11149355,-0.326539928,0.520212642,-0.436895856,1.228634316
IPB24E-197,6.345684048,0.437145025,2.213824353,2.041066897,-1.633647582,-0.362860754,0.434362648,-0.639643134,-0.724778468,1.160359932,-1.056065027,1.168533896,0.405792389,0.856634598,-1.385161814,1.179533332,0.843723875,-1.52831096,1.036006753,-1.237391483,1.414995748,2.761617666,0.495285414,-1.502676067,-0.469726363,1.11149355,-0.326539928,0.520212642,-0.436895856,1.228634316
IPB24E-198,5.00291008,0.171462308,2.228370901,2.076303859,-1.587832876,-0.701762619,0.214558541,-0.662093367,-0.930072344,0.966504105,-1.237553787,0.974656666,0.317907005,0.919890384,-1.290456934,1.285683999,0.876834232,-1.503206222,1.070318693,-1.280563069,1.670788696,2.697973264,0.036684063,-1.097941513,-0.469726363,0.142500911,-0.325451392,0.927390465,-0.431041029,1.509740456
IPB24E-199,4.011856672,0.876947729,2.325348081,2.033560968,-1.549881528,0.077711671,0.654166755,-0.549844,-0.205127044,1.3721653,-0.596670454,1.398020976,0.409172596,0.904076437,-1.574571574,1.297108186,0.926499768,-1.65383465,1.121786603,-1.453249409,1.451537598,2.550946388,0.590682732,-0.812017299,0.094730604,0.822678182,-0.310252208,-0.123093105,-0.374834688,0.815992699
IPB24E-200,6.066478777,0.881450466,2.339894629,2.021511082,-1.544282881,0.111601858,0.654166755,-0.527394441,-0.198711081,1.3721653,-0.590998462,1.398020976,0.385511147,0.856634598,-1.574571574,1.286952748,0.893389411,-1.65383465,1.087474663,-1.453249409,1.451537598,2.55924297,0.625916583,-1.477936189,-0.469726363,0.531282351,-0.310413473,0.0398219,-0.375420171,0.821108449
IPB24G-202,6.67033743,-0.787697332,1.331333591,1.568082054,-1.143269649,-2.05737008,-0.542544495,-0.864141196,-1.53954032,-0.149961787,-1.776350118,0.076491409,0.388891354,0.872448545,-1.195752053,0.940347089,0.87131584,-0.925797248,1.064600036,-1.021533557,1.239594869,0.977004936,-0.017423974,-1.454443501,-0.469726363,1.11149355,-0.309566834,2.287139712,-0.388300791,1.651680848
IPB24G-203,7.773284766,-0.787697332,1.331333591,1.568082054,-1.143269649,-2.05737008,-0.542544495,-0.864141196,-1.53954032,-0.149961787,-1.776350118,0.076491409,0.388891354,0.872448545,-1.195752053,0.940347089,0.87131584,-0.925797248,1.064600036,-1.021533557,1.239594869,0.977004936,-0.017423974,-1.454443501,-0.469726363,1.11149355,-0.309566834,2.287139712,-0.388300791,1.651680848
IPB24G-204,6.267172582,-0.787697332,1.331333591,1.568082054,-1.143269649,-2.05737008,-0.542544495,-0.864141196,-1.53954032,-0.149961787,-1.776350118,0.076491409,0.388891354,0.872448545,-1.195752053,0.940347089,0.87131584,-0.925797248,1.064600036,-1.021533557,1.239594869,0.977004936,-0.017423974,-1.454443501,-0.469726363,1.11149355,-0.309566834,2.287139712,-0.388300791,1.651680848
IPB24G-206,6.022320044,0.77938039,1.544683153,1.987488998,-1.767843515,-0.261190194,0.996084255,-1.088638808,-0.615715567,1.436783694,-0.834875047,1.481111421,0.43959446,0.983146169,-1.385161814,1.138881776,0.799576733,-1.302368318,0.206801542,-1.215805691,1.414995748,3.922970126,0.316480196,-1.287794795,0.094730604,0.781521216,-0.322750211,0.595502771,-0.432797477,1.045767922
IPB24G-207,5.062086647,-1.195978358,-0.006948229,0.388002735,-0.566672852,-1.786248588,-0.46927646,-0.751892053,-1.372739141,-0.699220178,-1.628890585,-0.528880338,-0.42573855,0.081751227,-0.816932532,0.912382255,0.098740843,-1.0262162,0.263988108,-1.107876728,0.830326152,0.205937801,0.135252718,-1.040052353,-0.469726363,0.884665831,-0.30428542,0.597399465,-0.364881482,1.56228528
IPB24G-209,6.825180744,-0.993338997,-0.244542231,0.102972513,-0.389509463,-1.413456536,-0.347163067,-0.617193351,-0.987812161,-0.670500868,-1.288598309,-0.497227005,-0.439259378,0.097565173,-0.722227652,0.796323431,0.004928165,-0.976006724,0.166770946,-1.064705143,0.720700603,-0.150993071,0.182383105,-0.081127705,-1.03418333,0.291827982,-0.305777117,-0.548563245,-0.362539551,1.346903525
IPB24G-210,4.468426198,-0.520513822,-0.162112181,0.120536532,-0.366134182,-0.871213552,-0.029668245,-0.549844,-0.474575931,-0.401256449,-0.834875047,-0.200476027,-0.527144762,0.065937281,-0.816932532,0.837552105,-0.050255764,-1.0262162,0.109584379,-1.107876728,0.720700603,-0.208782078,0.126060444,-0.423196498,0.094730604,1.11149355,-0.307107549,-0.399266974,-0.367808896,0.918567827
IPB24G-211,4.113032199,-1.13893889,0.002749082,0.311900254,-0.495656502,-1.616797655,-0.46927646,-0.639643134,-1.250845084,-0.706400037,-1.521130911,-0.536793707,-0.466301035,0.160820959,-0.911637413,0.986218837,0.076667272,-1.126635152,0.241113482,-1.194219898,0.757242453,-0.037139096,0.636682446,0.89545128,0.094730604,-0.664466816,-0.273524206,-0.918230137,-0.25656718,1.466126517
IPB24G-212,4.472831057,-1.542716459,1.384671127,1.47797445,-1.126653972,-2.362381759,-0.908884674,-0.729442269,-2.302979087,-0.580752728,-2.451263359,-0.398310012,-1.737258893,-0.993597125,-1.574571574,1.321750752,-0.894569867,-1.704044126,-0.765370085,-1.690693128,0.903409852,-0.020827913,-0.079396625,-1.099948571,0.094730604,0.279972694,-0.316864055,-0.598061254,-0.41406203,2.398753798
IPB24G-213,5.712837366,-0.709643532,1.564078938,1.427321425,-0.999191257,-1.345676163,-0.396008424,-0.527394216,-1.276507396,-0.135602455,-1.543817516,0.09231772,-1.689935994,-0.772201876,-1.953391095,1.873177837,-0.701426118,-2.005300983,-0.565217103,-1.949722639,0.866868002,0.124942876,-0.795764419,-1.110148683,-0.469726363,-0.253445844,-0.314969196,-0.269320166,-0.401766893,1.86645565
IPB24G-214,5.942995334,-1.110419156,1.539834497,1.471357598,-1.048630861,-1.820138774,-0.664657888,-0.594743567,-1.719173039,-0.343817829,-1.935153294,-0.137169361,-1.52092564,-0.566620573,-1.858686215,1.856001611,-0.53035594,-1.879777293,-0.387938748,-1.841793676,0.903409852,-0.504856803,-0.262980272,-1.325453934,-0.469726363,0.579726184,-0.316057732,-0.425113493,-0.411134617,2.087993648
IPB24G-215,6.326633413,-0.559540542,0.797960558,0.99164644,-0.712111431,-1.345676163,-0.200626995,-0.706992485,-0.897995609,-0.254069689,-1.209196551,-0.038252369,-0.939530025,-0.503364788,-0.722227652,0.861896347,-0.31513862,-1.0262162,-0.164911139,-1.107876728,0.830326152,0.471152488,-0.562282368,-1.010001593,-1.03418333,0.387062716,-0.297794521,0.073739001,-0.364295999,1.261236385
IPB24G-216,5.142327113,-1.563731151,1.016158775,0.593864971,-0.388238121,-1.549017282,-1.128688781,0.011400592,-1.520294356,-0.990003917,-1.759335844,-0.849371138,-1.686555787,-1.041038964,-1.763981335,1.457646939,-0.828349153,-1.829567816,-0.696746206,-1.798622091,0.903409852,-0.061581285,-0.147464262,-0.254765212,0.094730604,-0.272346557,-0.322750211,-0.650185147,-0.38595886,1.593933566
IPB24G-217,4.58823414,-1.454155673,0.749471677,0.393109644,-0.296138719,-1.379566349,-1.030998067,0.033850151,-1.334246058,-0.979234149,-1.594861017,-0.837501108,-1.710217236,-1.088480803,-1.669276455,1.396377686,-0.855941117,-1.804463078,-0.725339489,-1.777036298,0.866868002,0.080050633,-0.346040228,-0.715954392,-0.469726363,-0.043596398,-0.324766018,0.25532918,-0.404108824,1.29583273
IPB24G-218,6.805362892,-1.156951278,-0.540321843,-0.239608847,-0.165079451,-1.311785976,-0.46927646,-0.437595081,-0.917241958,-0.86794656,-1.226211165,-0.714844151,-0.628550974,-0.155457968,-0.911637413,0.580014602,-0.298583441,-1.051320938,-0.147755169,-1.12946252,0.684158754,-0.732821175,-0.457476749,-0.694888886,0.094730604,0.025862841,-0.246875239,-0.066334829,-0.189236668,1.158834673
IPB24G-219,4.480809578,-0.559540542,0.797960558,0.99164644,-0.712111431,-1.345676163,-0.200626995,-0.706992485,-0.897995609,-0.254069689,-1.209196551,-0.038252369,-0.939530025,-0.503364788,-0.722227652,0.861896347,-0.31513862,-1.0262162,-0.164911139,-1.107876728,0.830326152,0.471152488,-0.562282368,-1.010001593,-1.03418333,0.387062716,-0.297794521,0.073739001,-0.364295999,1.261236385
IPB24G-220,4.299953786,-1.13893889,0.002749082,0.311900254,-0.495656502,-1.616797655,-0.46927646,-0.639643134,-1.250845084,-0.706400037,-1.521130911,-0.536793707,-0.466301035,0.160820959,-0.911637413,0.986218837,0.076667272,-1.126635152,0.241113482,-1.194219898,0.757242453,-0.037139096,0.636682446,0.89545128,0.094730604,-0.664466816,-0.273524206,-0.918230137,-0.25656718,1.466126517
IPB24G-221,5.219712892,-0.559540542,0.797960558,0.99164644,-0.712111431,-1.345676163,-0.200626995,-0.706992485,-0.897995609,-0.254069689,-1.209196551,-0.038252369,-0.939530025,-0.503364788,-0.722227652,0.861896347,-0.31513862,-1.0262162,-0.164911139,-1.107876728,0.830326152,0.471152488,-0.562282368,-1.010001593,-1.03418333,0.387062716,-0.297794521,0.073739001,-0.364295999,1.261236385
IPB24G-222,5.53975205,-0.993338997,-0.244542231,0.102972513,-0.389509463,-1.413456536,-0.347163067,-0.617193351,-0.987812161,-0.670500868,-1.288598309,-0.497227005,-0.439259378,0.097565173,-0.722227652,0.796323431,0.004928165,-0.976006724,0.166770946,-1.064705143,0.720700603,-0.150993071,0.182383105,-0.081127705,-1.03418333,0.291827982,-0.305777117,-0.548563245,-0.362539551,1.346903525
IPB24G-223,5.456564762,-1.195978358,-0.006948229,0.388002735,-0.566672852,-1.786248588,-0.46927646,-0.751892053,-1.372739141,-0.699220178,-1.628890585,-0.528880338,-0.42573855,0.081751227,-0.816932532,0.912382255,0.098740843,-1.0262162,0.263988108,-1.107876728,0.830326152,0.205937801,0.135252718,-1.040052353,-0.469726363,0.884665831,-0.30428542,0.597399465,-0.364881482,1.56228528
IPB24G-224,6.96531675,-0.559540542,0.797960558,0.99164644,-0.712111431,-1.345676163,-0.200626995,-0.706992485,-0.897995609,-0.254069689,-1.209196551,-0.038252369,-0.939530025,-0.503364788,-0.722227652,0.861896347,-0.31513862,-1.0262162,-0.164911139,-1.107876728,0.830326152,0.471152488,-0.562282368,-1.010001593,-1.03418333,0.387062716,-0.297794521,0.073739001,-0.364295999,1.261236385
IPB24G-225,4.295990417,-1.542716459,1.384671127,1.47797445,-1.126653972,-2.362381759,-0.908884674,-0.729442269,-2.302979087,-0.580752728,-2.451263359,-0.398310012,-1.737258893,-0.993597125,-1.574571574,1.321750752,-0.894569867,-1.704044126,-0.765370085,-1.690693128,0.903409852,-0.020827913,-0.079396625,-1.099948571,0.094730604,0.279972694,-0.316864055,-0.598061254,-0.41406203,2.398753798
IPB24G-227,4.32965019,-1.13893889,0.002749082,0.311900254,-0.495656502,-1.616797655,-0.46927646,-0.639643134,-1.250845084,-0.706400037,-1.521130911,-0.536793707,-0.466301035,0.160820959,-0.911637413,0.986218837,0.076667272,-1.126635152,0.241113482,-1.194219898,0.757242453,-0.037139096,0.636682446,0.89545128,0.094730604,-0.664466816,-0.273524206,-0.918230137,-0.25656718,1.466126517
IPB24G-228,4.527000823,-1.110419156,1.539834497,1.471357598,-1.048630861,-1.820138774,-0.664657888,-0.594743567,-1.719173039,-0.343817829,-1.935153294,-0.137169361,-1.52092564,-0.566620573,-1.858686215,1.856001611,-0.53035594,-1.879777293,-0.387938748,-1.841793676,0.903409852,-0.504856803,-0.262980272,-1.325453934,-0.469726363,0.579726184,-0.316057732,-0.425113493,-0.411134617,2.087993648
IPB24G-229,6.807495297,-1.173462873,-0.331821518,-0.205912456,-0.050776856,-1.210115417,-0.615812531,-0.235547028,-1.257261047,-0.932565082,-1.152481399,-0.786064234,-0.7367176,-0.297783485,-1.006342293,0.471902796,-0.419988083,-1.076425676,-0.325033525,-1.151048313,0.793784303,-0.761750442,-0.601652431,0.146503127,-1.03418333,0.430956414,-0.225346422,-0.414644371,-0.120149708,1.073601071
IPB24G-230,5.60294552,-1.13893889,0.002749082,0.311900254,-0.495656502,-1.616797655,-0.46927646,-0.639643134,-1.250845084,-0.706400037,-1.521130911,-0.536793707,-0.466301035,0.160820959,-0.911637413,0.986218837,0.076667272,-1.126635152,0.241113482,-1.194219898,0.757242453,-0.037139096,0.636682446,0.89545128,0.094730604,-0.664466816,-0.273524206,-0.918230137,-0.25656718,1.466126517
IPB24G-231,8.021270416,-1.195978358,-0.006948229,0.388002735,-0.566672852,-1.786248588,-0.46927646,-0.751892053,-1.372739141,-0.699220178,-1.628890585,-0.528880338,-0.42573855,0.081751227,-0.816932532,0.912382255,0.098740843,-1.0262162,0.263988108,-1.107876728,0.830326152,0.205937801,0.135252718,-1.040052353,-0.469726363,0.884665831,-0.30428542,0.597399465,-0.364881482,1.56228528
IPB24G-232,10.17724246,-0.559540542,0.797960558,0.99164644,-0.712111431,-1.345676163,-0.200626995,-0.706992485,-0.897995609,-0.254069689,-1.209196551,-0.038252369,-0.939530025,-0.503364788,-0.722227652,0.861896347,-0.31513862,-1.0262162,-0.164911139,-1.107876728,0.830326152,0.471152488,-0.562282368,-1.010001593,-1.03418333,0.387062716,-0.297794521,0.073739001,-0.364295999,1.261236385
IPB24G-233,10.28054884,-0.559540542,0.797960558,0.99164644,-0.712111431,-1.345676163,-0.200626995,-0.706992485,-0.897995609,-0.254069689,-1.209196551,-0.038252369,-0.939530025,-0.503364788,-0.722227652,0.861896347,-0.31513862,-1.0262162,-0.164911139,-1.107876728,0.830326152,0.471152488,-0.562282368,-1.010001593,-1.03418333,0.387062716,-0.297794521,0.073739001,-0.364295999,1.261236385
IPB24G-234,6.961443563,-0.559540542,0.797960558,0.99164644,-0.712111431,-1.345676163,-0.200626995,-0.706992485,-0.897995609,-0.254069689,-1.209196551,-0.038252369,-0.939530025,-0.503364788,-0.722227652,0.861896347,-0.31513862,-1.0262162,-0.164911139,-1.107876728,0.830326152,0.471152488,-0.562282368,-1.010001593,-1.03418333,0.387062716,-0.297794521,0.073739001,-0.364295999,1.261236385
IPB24G-235,7.929303495,-1.542716459,1.384671127,1.47797445,-1.126653972,-2.362381759,-0.908884674,-0.729442269,-2.302979087,-0.580752728,-2.451263359,-0.398310012,-1.737258893,-0.993597125,-1.574571574,1.321750752,-0.894569867,-1.704044126,-0.765370085,-1.690693128,0.903409852,-0.020827913,-0.079396625,-1.099948571,0.094730604,0.279972694,-0.316864055,-0.598061254,-0.41406203,2.398753798
IPB24G-236,6.906385996,-1.542716459,1.384671127,1.47797445,-1.126653972,-2.362381759,-0.908884674,-0.729442269,-2.302979087,-0.580752728,-2.451263359,-0.398310012,-1.737258893,-0.993597125,-1.574571574,1.321750752,-0.894569867,-1.704044126,-0.765370085,-1.690693128,0.903409852,-0.020827913,-0.079396625,-1.099948571,0.094730604,0.279972694,-0.316864055,-0.598061254,-0.41406203,2.398753798
IPB24G-237,7.485402982,-1.542716459,1.384671127,1.47797445,-1.126653972,-2.362381759,-0.908884674,-0.729442269,-2.302979087,-0.580752728,-2.451263359,-0.398310012,-1.737258893,-0.993597125,-1.574571574,1.321750752,-0.894569867,-1.704044126,-0.765370085,-1.690693128,0.903409852,-0.020827913,-0.079396625,-1.099948571,0.094730604,0.279972694,-0.316864055,-0.598061254,-0.41406203,2.398753798
IPB24G-238,7.43458391,-0.625586204,1.612567237,1.464458407,-0.98432825,-1.27789579,-0.347163067,-0.527394216,-1.161029302,-0.092523382,-1.441729833,0.139797838,-1.706837029,-0.803829769,-1.953391095,1.845113202,-0.729018082,-1.980196245,-0.593810386,-1.928136847,0.830326152,0.181297165,-0.715096838,-1.020780289,0.094730604,0.446955718,-0.31440477,-1.067015819,-0.400010445,1.818679746
IPB24G-239,6.986396647,-1.110419156,1.539834497,1.471357598,-1.048630861,-1.820138774,-0.664657888,-0.594743567,-1.719173039,-0.343817829,-1.935153294,-0.137169361,-1.52092564,-0.566620573,-1.858686215,1.856001611,-0.53035594,-1.879777293,-0.387938748,-1.841793676,0.903409852,-0.504856803,-0.262980272,-1.325453934,-0.469726363,0.579726184,-0.316057732,-0.425113493,-0.411134617,2.087993648
IPB24G-240,4.865813969,-1.676308573,1.2246591,1.24713016,-0.871056746,-2.294601386,-0.98215271,-0.617193126,-2.104100019,-0.778198549,-2.27544557,-0.615927301,-1.564868332,-0.550806627,-2.237505736,2.020886508,-0.56898469,-2.155929411,-0.427969344,-2.079237395,1.19574465,-0.629055458,-0.33491573,-0.948181759,-0.469726363,1.11149355,-0.258325022,0.099907297,-0.282913902,2.255426084
IPB24G-241,3.924920993,-2.937175706,0.797960558,0.582624788,-0.460760808,-3.040185489,-1.983482531,-0.190647461,-3.00226323,-1.751067504,-3.069461108,-1.688186531,-1.656133923,-1.088480803,-1.763981335,1.387032318,-0.889051474,-1.879777293,-0.759651428,-1.841793676,0.830326152,0.11209922,-0.3679363,-1.193596266,0.094730604,-0.306294595,-0.324362856,-0.369095376,-0.400595928,2.746364691
IPB24H-129,0,-1.152448181,-0.545170731,-0.787827153,0.673038501,-0.261190194,-0.884461995,0.639994984,-0.782517515,-1.22334893,-0.432195967,-1.106555152,0.115094581,-0.297783485,-0.05929349,-0.342321614,-0.12199487,-0.273074059,-0.107724573,-0.46030295,0.136031008,0.688094352,1.539653678,-0.923464751,-0.469726363,0.252357,-0.321661675,0.644025039,-0.422844271,0.236438892
IPB24H-133,6.162890437,-2.128119056,-0.331821518,-0.653326301,0.624722853,-1.27789579,-1.617142353,0.639994984,-1.064796787,-1.776197013,-1.356656084,-1.715883323,-0.165462606,-0.440109003,-0.343408131,-0.34205531,-0.403432905,-0.448807225,-0.256409645,-0.611403498,0.062947308,0.129218198,-0.426030898,-0.872478177,-0.469726363,1.11149355,-0.303559729,0.62417167,-0.380689515,0.941632057
IPB4B-1,3.875,1.918663905,-1.039753707,-0.005905036,-0.774244102,0.653844842,1.972991398,-1.380485996,1.706676702,1.612690194,1.093447624,1.667075139,1.105495252,0.872448545,-0.248703251,0.326506277,0.882352625,-0.022026679,1.07603735,-0.179687646,-0.667889687,-0.606440219,2.48794026,0.143704384,-1.03418333,0.277998328,-0.235989882,0.056120305,-0.165231877,-0.752461641
IPB4B-13,4.859641,0.486679091,-0.719729422,-0.691654435,0.417270904,0.755515402,0.361094612,0.168549302,-0.455329582,0.295188486,0.787184916,0.09231772,1.308307676,1.394308774,1.834804115,-0.067540294,1.169309053,1.885933411,0.121021693,1.61193314,0.684158754,-0.66383663,-0.503874809,0.484123286,0.094730604,-0.11649606,1.904393878,-0.842944573,3.998135701,-0.553294212
IPB4B-14,4.515373346,0.486679091,-0.719729422,-0.691654435,0.417270904,0.755515402,0.361094612,0.168549302,-0.455329582,0.295188486,0.787184916,0.09231772,1.308307676,1.394308774,1.834804115,-0.067540294,1.169309053,1.885933411,0.121021693,1.61193314,0.684158754,-0.66383663,-0.503874809,0.484123286,0.094730604,-0.11649606,1.904393878,-0.842944573,3.998135701,-0.553294212
IPB4B-15,2.404009757,0.57073714,-0.642147911,-0.64971154,0.382926314,0.857185961,0.409939969,0.190998862,-0.378344185,0.3562171,0.838228417,0.167494653,1.433375338,1.615704023,1.834804115,0.034085742,1.318305659,1.785514459,0.269706765,1.741447896,0.611075054,-0.690548024,-0.224585881,0.154635396,0.094730604,-0.055135534,0.33645896,-0.226653796,1.0379351,-0.557109348
IPB4B-16,5.247927513,0.57073714,-0.642147911,-0.64971154,0.382926314,0.857185961,0.409939969,0.190998862,-0.378344185,0.3562171,0.838228417,0.167494653,1.433375338,1.615704023,1.834804115,0.034085742,1.318305659,1.785514459,0.269706765,1.741447896,0.611075054,-0.690548024,-0.224585881,0.154635396,0.094730604,-0.055135534,0.33645896,-0.226653796,1.0379351,-0.557109348
IPB4B-17,2.321928095,1.405310859,-0.128169267,0.115978987,-0.374767664,1.16219764,1.386847112,-0.504944208,-0.070402601,1.311136686,1.059419077,1.20810074,-0.560946833,-0.724760037,-0.05929349,-0.407607175,-0.778683618,-0.247969321,-1.262893212,0.338371377,-0.046678241,-0.78485979,2.392679156,0.649409556,1.788101505,-3.44104253,2.399395419,-1.578060741,2.914407197,-0.757143853
